,treshold,mean_iou,mean_f1
0,0.05,0.06639041565610414,0.15146183915762187
1,0.07500000000000001,0.09037410167746082,0.2067474692854035
2,0.10000000000000002,0.11098935403181719,0.24798506573851678
3,0.12500000000000003,0.1272670566714556,0.28006250133204197
4,0.15000000000000002,0.14820336645355375,0.3172385719279234
5,0.17500000000000004,0.16579839097258972,0.34643861726068287
6,0.20000000000000007,0.17906602547865844,0.36999097263523306
7,0.22500000000000003,0.193402147331386,0.39208444881171906
8,0.25000000000000006,0.2059950847883791,0.4097408537685391
9,0.2750000000000001,0.2156453120819983,0.42504745917275927
10,0.3000000000000001,0.22603513767266523,0.4393293586510874
11,0.32500000000000007,0.23484083124017743,0.45123542947389905
12,0.3500000000000001,0.24426864060152717,0.4637762375170759
13,0.3750000000000001,0.25167856482883433,0.47064884257175293
14,0.4000000000000001,0.25831696070440063,0.4767071504996835
15,0.4250000000000001,0.2657440930823461,0.4806288718303509
16,0.4500000000000001,0.2695393064122233,0.48477399877312366
17,0.47500000000000014,0.27282883318132356,0.4909082851029312
18,0.5000000000000002,0.27832610254487966,0.49837030041034425
19,0.5250000000000001,0.28095842279968447,0.5037989497545226
20,0.5500000000000003,0.28340430874798384,0.5084838433460029
21,0.5750000000000002,0.28755440421766004,0.5135044167547783
22,0.6000000000000002,0.2913808451692168,0.5184284650674928
23,0.6250000000000002,0.29562900288187455,0.5239004006333224
24,0.6500000000000002,0.2958193216198213,0.5246444049612032
25,0.6750000000000003,0.2987121796760182,0.5277374686961165
26,0.7000000000000003,0.3003436826527794,0.5302507733676176
27,0.7250000000000003,0.30380161551906854,0.534515277800662
28,0.7500000000000002,0.308215101286595,0.5399312253288057
29,0.7750000000000002,0.31061434270601784,0.5427243532776876
30,0.8000000000000003,0.3106080274982323,0.5426568782759376
31,0.8250000000000003,0.31416454167523233,0.54667931068902
32,0.8500000000000003,0.31797958538981785,0.5508137244846586
33,0.8750000000000003,0.320059228409685,0.5513332774549409
34,0.9000000000000004,0.32099049333509083,0.552667104423598
35,0.9250000000000004,0.32257188834029143,0.5541913348042192
36,0.9500000000000004,0.3210227607827299,0.5520171615446189
37,0.9750000000000003,0.3232113165569433,0.5548812079700421
38,1.0000000000000002,0.32471163414624754,0.5573027908037264
39,1.0250000000000004,0.3253764045668853,0.5573895140039907
40,1.0500000000000005,0.32588081882721576,0.5578931565074532
41,1.0750000000000004,0.3227126767498897,0.5511701253536256
42,1.1000000000000003,0.3246100143575823,0.553667909208368
43,1.1250000000000004,0.3270551402802275,0.5538945838456028
44,1.1500000000000004,0.3302330573921522,0.5561277918626621
45,1.1750000000000005,0.3311615051335165,0.556748885272153
46,1.2000000000000004,0.33259731385106134,0.5580629242976591
47,1.2250000000000005,0.3352087234102668,0.5595731260006498
48,1.2500000000000004,0.33720064482620216,0.561820304399451
49,1.2750000000000004,0.34013335507577064,0.5637367040560657
50,1.3000000000000005,0.34042580390466537,0.5634011833267777
51,1.3250000000000004,0.34120468422408723,0.5633717288161652
52,1.3500000000000005,0.34046134545816736,0.5615483640055441
53,1.3750000000000004,0.3413684412864164,0.5627939426025053
54,1.4000000000000006,0.34105631970728356,0.5618006013149098
55,1.4250000000000005,0.3427887007508196,0.563266613878537
56,1.4500000000000004,0.3413992910206016,0.5597073753657857
57,1.4750000000000005,0.33935224223491617,0.5536889237465176
58,1.5000000000000004,0.33946704596617816,0.5528406199720762
59,1.5250000000000006,0.33802216744427055,0.5467150614108393
60,1.5500000000000005,0.3321047804326968,0.5367526067363569
61,1.5750000000000006,0.3332145709357027,0.5372232495044807
62,1.6000000000000005,0.33418883497293694,0.5385086081775889
63,1.6250000000000007,0.33446799468848154,0.5384762439846292
64,1.6500000000000006,0.3304763867672899,0.533944537086785
65,1.6750000000000005,0.33154660886307113,0.5348568903791601
66,1.7000000000000006,0.33258053082951994,0.5355559436427504
67,1.7250000000000005,0.332642583161837,0.5332453034182474
68,1.7500000000000007,0.3306743524459383,0.5303750069468366
69,1.7750000000000006,0.32844298626950735,0.5270610036102222
70,1.8000000000000007,0.3267507831574136,0.5244637695977554
71,1.8250000000000006,0.3262986855346094,0.523654745114442
72,1.8500000000000008,0.32501430584846663,0.521858713237626
73,1.8750000000000007,0.32298563971263483,0.518714147404939
74,1.9000000000000006,0.31928716661477263,0.5122019606029519
75,1.9250000000000007,0.3183379780120155,0.5105257962035272
76,1.9500000000000006,0.3159231493571057,0.5035376564866425
77,1.9750000000000008,0.3162539687453051,0.5015621408178743
78,2.0000000000000004,0.3159679626216033,0.4990634431215341
